categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Glaces|Erhard|Glace Marbrée Amarena|d|LAIT entier pasteurisé, sucre, sauce Amarena 10 %, huile de coprah non hydrogénée, LACTOSE et protéines de LAIT, sirop de glucose déshydraté de blé ou maïs, émulsifiant : mono- et diglycérides d'acides gras, gélifiants : farine de graines de caroube, gomme guar.|916|10|25.4|0.2|2.8|0.1524|||||||||||||||||0|LAIT, LACTOSE, LAIT|E120 - Acide carminique,E202 - Sorbate de potassium,E330 - Acide citrique,E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Eskiss,Marque Repère|Crème Glacée Pistache avec Morceaux de Pistache|c|Eau ; crème ; lait _écrémé_ reconstitué ; sucre ; sirop de glucose-fructose ; lactose et protéines de _lait_ ; sirop de glucose ; _pâte_ de pistache 1.9 % ; morceaux de pistaches grillées 1.8 % ; émulsifiants : E471. e472b ; gélifiants : farine de graines de caroube, gomme guar ; arôme naturel; concentre de spiruline ; colorant : curcumine.|734|7.2|22|0.6|2.2|0.05|||||||||||||||||0|écrémé, lait, pâte|E100 - Curcumine,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires,E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras|
Glaces|Eskiss,Marque Repère|Glace Chocolat Noir|d|Eau ; crème ; _lait_ écrémé reconstitué ; sucre ; chocolat noir 7.5 %, arôme naturel de vanille) ; copeaux de chocolat noir 6 %, arôme naturel de vanille) ; cacao maigre en poudre ; _lactose_ et protéines de _lait_ ; sirop de glucose ; émulsifiant : E471 ; gélifiants : farine de graines de caroube, gomme guar.|989|13|24|2.9|3.5|0.16|||||||||||||||||0|lait, soja, laitière, soja, lactose, lait|E322 - Lécithines,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Eskiss,Marque Repère,Trofic|Glace menthe-chocolat Trofic|d|_Lait_ écrémé reconstitué ; eau ; _crème_; sirop de glucose, sucre, copeaux de chocolat noir 8 %, arôme naturel de vanille) ; sirop de glucose-fructose, _lactose_ et protéines de _lait_; émulsifiant E471 ; gélifiants : farine de graines de caroube, gomme guar ; arôme naturel de menthe; colorant E141.|828|7.6|24|0.8|2.1|0.08|||||||||||||||||0|Lait, crème, laitière, soja, lactose, lait|E141 - Complexe cuivrique des chlorophylles,E322 - Lécithines,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Extreme|Le Mystère, Vanille de Madagascar Cœur meringue|d|_Lait_ écrémé réhydraté, sirop de glucose, sucre, eau, _noisettes_ et/ou _amandes_ en proportion variable, _lactose_ et protéines de _lait_, dextrines, huile végétale de coco, blanc d'_œuf_, stabilisants, émulsifiant, gousses de vanille épuisées, arôme naturel de vanille, colorants. * d‘origine végétale|1067|11.2|31.8|2.9|3.6|0.12|||||||||||||||||0|Lait, noisettes, amandes, lactose, lait, œuf|E101 - Riboflavine,E101i - Riboflavine,E1400 - Dextrines,E160 - Caroténoïdes,E407a - Algues euchema transformées,E410 - Farine de graines de caroube,E412 - Gomme de guar,E415 - Gomme xanthane,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Extrême,Nestlé|Cône Vanille Amandes caramélisées|d|lait écrémé, sucre, huiles végétales, farine de blé, sirop de glucose, eau, lait écrémé concentré sucré, lactose et protéines de lait, morceaux d'amandes, cacao maigre, matière grasse de lait, émulsifiants, mono - et diglycérides d'acides gras), stabilisants, colorants, gousses de vanille épuisées, arôme naturelde vanille, sel, arôme naturel d'amande. Peut contenir des traces d'autres fruits à coque et d'oeuf.|1163|11.3|23.2|1.2|3.5|0.15|||||||||||||||||1|en:gluten,en:milk,en:soybeans|E101 - Riboflavine,E101i - Riboflavine,E150a - Caramel E150a,E160 - Caroténoïdes,E322 - Lécithines,E407 - Carraghénanes,E407a - Algues euchema transformées,E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Extrême,Nestlé|Cônes glacés, chocolat et pistache|d|eau, _lait_ écrémé réhydraté, sucre, huiles végétales, farine de _blé_, sirop de glucose, _lactose_, protéines de _lait_, cacao maigre, chocolat en poudre 1.9%, _amandes_ 0.8%, émulsifiants, mono- et diglycérides d'acides gras d'origine végétale), pâte de _pistaches_ 0.4%, stabilisants, colorants, arômes naturels, sel|1201|14.5|25.1|1.7|3.1|0.2|||||||||||||||||1|en:gluten,en:milk,en:nuts,en:soybeans|E101 - Riboflavine,E101i - Riboflavine,E141 - Complexe cuivrique des chlorophylles,E150a - Caramel E150a,E322 - Lécithines,E407a - Algues euchema transformées,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Extrême,Nestlé|Sorbets Citrons Framboises|c|Eau, sucre, framboise à base de concentrés, farine de _blé_ ,sirop de glucose, jus à base de concentré, malto dextrines, cacao maigre, émulsiﬁants:, mono et diglycérides d'acides gras, jus de sureau concentré lactose, protéines de lait, correcteurs d'acidité:,stabilisant:, humectant :, amidon modifié,  colorant, jus de carotte noire concentré, sel, concentré de végétaux, arôme naturel de citron.|858|5.7|25.5|2.4|1.4|0.1|||||||||||||||||0|blé|E14XX - Amidons modifiés,E162 - Rouge de betterave,E330 - Acide citrique,E331 - Citrates de sodium,E410 - Farine de graines de caroube,E412 - Gomme de guar,E422 - Glycérol,E440 - Pectines,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Extrême,Nestlé|Le Mystère Parfum Crème Brûlée Cœur Caramel|d|_Lait_ écrémé, eau, huiles végétales, sucre, sauce au caramel, sirop de glucose, _lactose et protéines de _lait_, _crème_ fraîche, _lait_ entier en poudre, arômes naturels, _lait_ écrémé en poudre, cacao maigre, émulsifiants, matière grasse de _lait_, stabilisants, gousses de vanille épuisées, extrait de paprika, colorants.|929|11.8|20.7|0.2|1.8|0.12|||||||||||||||||1|Lait, lait, crème, lait, lait, soja, lait|E101 - Riboflavine,E101i - Riboflavine,E160 - Caroténoïdes,E160c - Extrait de paprika,E322 - Lécithines,E407a - Algues euchema transformées,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Ferme De La Gautraie|Glace au Lait Entier Mûre|c|_Lait_ entier pasteurisé de nos vaches, sucre, pâte de mûre, dextrose, sirop de glucose, agents de texture : mono- et diglycérides d'acides gras, carboxymethylcellulose, gomme guar, tara, carraghénane, pectine. Antioxydants : acide citrique. Colorant : anthocyane.|711|4.4|25||3.3|0.2|||||||||||||||||0|Lait|E163 - Anthocyanes,E330 - Acide citrique,E407 - Carraghénanes,E412 - Gomme de guar,E440 - Pectines,E440i - Pectine,E466 - Carboxyméthylcellulose,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Franprix|Crème Glacée Chocolat Noir, Sauce Chocolat et Morceaux de Banane|c|_Lait_ entier pasteurisé - préparation au chocolat- épaississant : amidon modifié de maïs - émulsifiant: mono et diglycérides d‘acides gras) - _crème_ fraîche pasteurisée - préparation à la banane 7.4%- sucre - chocolat noir 5.4%— cacao en poudre - bananes séchées en morceaux 2.4%- _lactose_ et protéines de _lait_ - _lait_ en poudre écrémé - émulsifiant : mono- et diglycérides d’acides gras - géliﬁants : farine de graines de caroube, gomme guar.|823|8.7|19.9|2.1|4.4|0.13|||||||||||||||||0|Lait, crème, soja, anhydride sulfureux, lactose, lait, lait|E14XX - Amidons modifiés,E220 - Anhydride sulfureux,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Franprix|Crème Glacée Caramel Sauce Caramel Beurre Salé et Éclats de Noisettes Caramélisées|d|_Lait_ entier pasteurisé, caramel 12.9%, _crème_ fraîche pasteurisée, préparation de caramel au beurre salé, eau, arôme naturel, gélifiant : pectines, émulsifiant : mono- et diglycérides d'acides gras), _lactose_ et protéines de _lait_, sucre, noisettes caramélisées, jaune d'_œuf_, émulsifiant : mono- et diglycérides d'acides gras, gélifiant : farine de graines de caroube, gomme guar, colorant : caramel ordinaire.|841|8.5|21.5||4.4|0.18|||||||||||||||||0|Lait, crème, lait, beurre, lactose, lait, noisettes, œuf|E150a - Caramel E150a,E410 - Farine de graines de caroube,E412 - Gomme de guar,E440 - Pectines,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Franprix|Crème Glacée Caramel, Sauce Caramel Beurre Salé et Éclats de Caramel|d|_Lait_ entier pasteurisé, préparation de caramel au beurre salé 15.9%- eau - arôme naturel - gélifiant : pectines, émulsifiant : mono- et diglycérides d'acide gras) - correcteur d'acidité : citrate de sodium) - caramel au beurre salé au sel de Guérande 13.7%- _crème_ fraîche pasteurisée - éclats de caramel- beurre de cacao) - sirop de glucose déshydraté - _lactose_ et protéines de _lait_ - émulsifiant : mono- et diglycérides d'acides gras - gélifiant : farine de graines de caroube, gomme guar.|909|8.3|21.5||3|0.3|||||||||||||||||0|Lait, lait, beurre, beurre, crème, crème, lactose, lait|E331 - Citrates de sodium,E410 - Farine de graines de caroube,E412 - Gomme de guar,E440 - Pectines,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Franprix|Crème Glacée Chocolat, Sauce Chocolat et Éclats de Chocolat|d|_Lait_ entier pasteurisé - préparation au chocolat- épaississant : amidon modifié de maïs - émulsifiant : mono et diglycérides d‘acides gras) - _crème_ fraîche pasteurisée - éclats de chocolat 7.7%- sucre - chocolat noir 6.1% (sucre - pâte de cacao - beurre de cacao - émulsifiant : lécithine de _soja_ - sirop de sucre inverti - cacao en poudre -_lactose et protéines de _lait_ - émulsifiant : mono- et diglycérides d’acides gras - géliﬁants : farine de graines de caroube, gomme guar.|971|10.7|24.9|3.2|4.3|0.08|||||||||||||||||0|Lait, crème, soja, soja, lait|E14XX - Amidons modifiés,E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Franprix|Crème Glacée à la Pâte à Tartiner avec Morceaux de Biscuit|c|_Lait_ entier pasteurisé - pâte à tartiner à la noisette 12.3% -- _noisette_ 1.5% - cacao maigre en poudre 0.9% - poudre de _lait_ écrémé - _lactosérum_ en poudre - émulsifiant : lécithine de   tournesol - arôme) - sucre - _crème_ fraîche pasteurisée - sirop de glucose  déshydraté - morceaux de biscuit 4.8%- _lactose_ et protéines de _lait_ - cacao en poudre 2.3% - émulsifiant : mono et diglycérides d’acides gras - gélifiants : farine de graines de caroube, gomme guar.        |864|8.7|20.6|2.1|4.1|0.19|||||||||||||||||0|Lait, noisette, lait, lactosérum, crème, blé, lactose, lait|E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Franprix|Crème Glacée Yaourt Fruits Rouges|d|_Lait_ entier pasteurisé - préparation aux fruits rouges- sucre - _crème_ fraîche pasteurisée - yaourt nature brassé 4.2%- préparation _laitière_ en poudre- _lait_ écrémé en poudre - acidifiant : acide citrique - arômes) - _lait_ écrémé en poudre - _lactose_ et protéines de _lait_ - émulsifiant :  mono- et diglycérides d‘acides gras - gélifiants : : farine de graines de caroube, gomme guar.|745|5.9|24.4||3.8|0.13|||||||||||||||||0|Lait, crème, lait, lait, lactiques, laitière, lait, lait, lait, lactose, lait|E14XX - Amidons modifiés,E163 - Anthocyanes,E330 - Acide citrique,E331 - Citrates de sodium,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Glaces Ruiz|Maxicône Pistache Noisette|d|Crème glacée PISTACHE et NOISETTE 76 %, jaune d'ŒUF, colorants : E102. E131), gaufrette, chocolat de couverture, NOISETTES caramélisées, CREME, stabilisant : carraghénane), épaississant: farine de caroube.|1105|13.1|26.5||4.6|0.11|||||||||||||||||0|PISTACHE, NOISETTE, LAIT, BEURRE, LAIT, NOISETTE, PISTACHE, PISTACHE, ŒUF, BLÉ, SOJA, SOJA, NOISETTES, CREME|E102 - Tartrazine,E131 - Bleu patenté V,E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes|
Glaces|Glaces des Alpes|Glace Brownies au Chocolat Valrhona|d|_Lait_ écrémé réhydraté, sucre, _crème_, dextrose, noix de pécan, cacao en poudre, beurre de cacao, poudre de _lait_ entier, albumine d'_œuf_, amandes, arôme naturel de vanille, _beurre_ d'Echiré, extrait de malt d'_orge_, extrait naturel de vanille, farine de _blé_, farine de maïs, fécule de pomme de terre, fèves de cacao, huile de coco, miel, noix, _œufs_, pâte de cacao, sel, sirop de glucose, sucre roux émulsifiant: E471. lécithine de _soja_, stabilisant:alginate de sodium, carraghénanes, farine de graines de caroube, gomme de guar, dont chocolat au lait 10 %, éclats de _noix de pécan_ caramélisées 6 % et morceaux de cookies au chocolat 4 %.|1096|14.4|25.4||5|0.15|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine,E401 - Alginate de sodium,E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Glaces des Alpes|Glace Rhum Raisin|d|_Lait_ écrémé réhydraté, sucre, raisins Golden 8.2 %, jaune d’_œuf_, rhum 60° 3% , huile de coco, beurre d'Echiré, protéines de _lactosérum_, sirop de glucose déshydraté, émulsifiant E471. stabilisant alginate de sodium, carraghénanes, farine de graines de caroube, gomme de cellulose, gomme de guar, dont raisins Golder marinés au Rhum 3 %.|745|6.2|23.3||4.2|0.18|||||||||||||||||0|Lait, œuf, lactosérum|E401 - Alginate de sodium,E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E466 - Carboxyméthylcellulose,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|HDG,Histoires De Glaces|Glace à la Chartreuse verte|c|_Lait_ écrémé réhydraté, sucre, jaune d’_œuf_, préparation spéciale Chartreuse des Pères Chartreux 3%, _beurre_ doux, huile de noix de coco, texturant, _lactose_, _lait_ écrémé en poudre, protéines de _lait_, sirop de glucose, émulsiﬁant : mono et diglycérides d'acides gras, stabilisants : gomme de cellulose, gomme de guar), émulsiﬁant: mono et diglycérides d'acides gras, stabilisants : farine de caroube, alginate de sodium, carraghénanes, gomme de guar, colorants : complexes cuivre-chlorophyllines, curcumine.  |724|6.6|18.6||4.5|0.2|||||||||||||||||0|Lait, œuf, beurre, lactose, lait, lait|E100 - Curcumine,E141 - Complexe cuivrique des chlorophylles,E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines,E401 - Alginate de sodium,E407 - Carraghénanes,E412 - Gomme de guar,E466 - Carboxyméthylcellulose,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|HDG,Histoires De Glaces|Glace parfum Violette au miel des Alpes|d|_Lait_ écrémé réhydraté, sucre, miel des Alpes 7 %, dextrose, _crème_, _beurre_ doux, huile de noix de coco, texturant, arôme violette 0.5 %, émulsifiant : mono et diglycérides d'acides gras, stabilisants : farine de caroube, alginate de sodium, carraghénanes, gomme de guar, denrée alimentaire colorante.|730|6.5|24.5||3.5|0.1|||||||||||||||||0|Lait, crème, crème, beurre, lactose, lait, lait|E270 - Acide lactique,E401 - Alginate de sodium,E407 - Carraghénanes,E412 - Gomme de guar,E466 - Carboxyméthylcellulose,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|HDG,Histoires De Glaces|Glace vanille bourbon de madagascar|d|_Lait_ écrémé réhydraté*, sucre pure canne blanc*, jaune d'_œuf_*, sirop de _blé_*, _crème_ fraîche*, _beurre_ doux*, maltodextrine de _blé_*, extrait de vanille Bourbon de Madagascar* 1.5 %, stabilisants : farine de graines de guar*, poudre de blanc d’_œuf_*, farine de graines de caroube* et carraghénanes, gousses de vanille* épuisées broyées 0.07 %. *Ingrédients issus de l'agriculture biologique.|752|7.4|23.1||4.5|0.1|||||||||||||||||0|en:eggs,en:gluten,en:milk|E407 - Carraghénanes,E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Haagen Dazs|Dark chocolate and almonds|d|Crème fraîche, sucre, lait écrémé concentré, cacao maigre en poudre, jaune d'œuf, pâte de cacao, amandes grillées, huile de noix de coco, beurre de cacao, sirop de glucose, sirop de sucre caramélisé, émulsifiant : lécithine de soja, arôme naturel de vanille, beurre concentré.|1184|19|20.6|2.6|5|0.17|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Glaces|Histoires de glaces|Glace Crème de marron|d|Crème de marrons de l'Ardèche 30%, _crème_, _lait_ écrémé réhydraté, sucre, brisures de marrons glacés 4%), jaune d’_œuf_, sirop de glucose déshydraté, émulsifiant : E471. stabilisants : farine de caroube, alginate de sodium, gomme de guar et carraghénanes, cacao maigre en poudre.|941|10.2|23.7||2.7|0.1|||||||||||||||||0|crème, lait, œuf|E401 - Alginate de sodium,E407 - Carraghénanes,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Häagen-Dazs|Creations Dark chocolate & almonds|d|_Crème_ fraîche, sucre, _lait_ écrémé concentré, cacao maigre en poudre, jaune d'_œuf_, pâte de cacao, _amandes_ grillées, huile de noix de coco, beurre de cacao, sirop de glucose, sirop de sucre caramélisé, émulsifiant : lécithine de _soja_, arôme naturel de vanille, _beurre_ concentré.|1184|19|20|2.6|5|0.2|||||||||||||||||0|Crème, lait, œuf, amandes, soja, beurre|E322 - Lécithines,E322i - Lécithine|
